iter	Passed	Remaining
23388	1447868	1028284
23389	1447930	1028222
23390	1447992	1028160
23391	1448052	1028097
23392	1448115	1028036
23393	1448176	1027974
23394	1448242	1027914
23395	1448309	1027856
23396	1448373	1027796
23397	1448436	1027735
23398	1448497	1027672
23399	1448558	1027609
23400	1448623	1027550
23401	1448684	1027487
23402	1448746	1027425
23403	1448807	1027363
23404	1448867	1027300
23405	1448929	1027237
23406	1448991	1027176
23407	1449051	1027112
23408	1449117	1027053
23409	1449181	1026993
23410	1449242	1026931
23411	1449301	1026867
23412	1449361	1026803
23413	1449421	1026740
23414	1449482	1026678
23415	1449542	1026615
23416	1449601	1026551
23417	1449662	1026488
23418	1449723	1026425
23419	1449784	1026362
23420	1449845	1026300
23421	1449909	1026240
23422	1449970	1026178
23423	1450033	1026116
23424	1450105	1026061
23425	1450171	1026002
23426	1450237	1025943
23427	1450300	1025882
23428	1450364	1025822
23429	1450424	1025759
23430	1450486	1025697
23431	1450547	1025634
23432	1450607	1025571
23433	1450666	1025507
23434	1450726	1025444
23435	1450786	1025380
23436	1450846	1025317
23437	1450910	1025256
23438	1450973	1025196
23439	1451032	1025132
23440	1451094	1025070
23441	1451156	1025008
23442	1451216	1024945
23443	1451276	1024882
23444	1451337	1024819
23445	1451399	1024757
23446	1451460	1024695
23447	1451522	1024633
23448	1451584	1024571
23449	1451646	1024509
23450	1451706	1024446
23451	1451770	1024386
23452	1451836	1024326
23453	1451898	1024264
23454	1451958	1024201
23455	1452019	1024138
23456	1452080	1024076
23457	1452141	1024013
23458	1452201	1023951
23459	1452262	1023888
23460	1452323	1023825
23461	1452385	1023764
23462	1452449	1023703
23463	1452513	1023643
23464	1452575	1023581
23465	1452636	1023518
23466	1452701	1023458
23467	1452768	1023401
23468	1452837	1023344
23469	1452906	1023287
23470	1452974	1023229
23471	1453035	1023166
23472	1453096	1023104
23473	1453157	1023041
23474	1453218	1022979
23475	1453278	1022915
23476	1453339	1022853
23477	1453400	1022790
23478	1453460	1022727
23479	1453524	1022667
23480	1453591	1022608
23481	1453655	1022548
23482	1453717	1022486
23483	1453777	1022423
23484	1453836	1022359
23485	1453897	1022296
23486	1453957	1022233
23487	1454017	1022170
23488	1454077	1022106
23489	1454138	1022044
23490	1454198	1021981
23491	1454257	1021917
23492	1454317	1021854
23493	1454379	1021792
23494	1454445	1021732
23495	1454512	1021674
23496	1454577	1021614
23497	1454637	1021552
23498	1454699	1021490
23499	1454759	1021426
23500	1454818	1021363
23501	1454881	1021301
23502	1454941	1021238
23503	1455004	1021177
23504	1455065	1021115
23505	1455127	1021053
23506	1455188	1020990
23507	1455251	1020929
23508	1455314	1020868
23509	1455383	1020811
23510	1455452	1020754
23511	1455522	1020698
23512	1455587	1020638
23513	1455649	1020576
23514	1455711	1020514
23515	1455773	1020452
23516	1455833	1020389
23517	1455894	1020327
23518	1455954	1020263
23519	1456015	1020201
23520	1456077	1020139
23521	1456137	1020076
23522	1456203	1020017
23523	1456269	1019958
23524	1456335	1019899
23525	1456395	1019836
23526	1456456	1019773
23527	1456519	1019712
23528	1456580	1019649
23529	1456641	1019586
23530	1456702	1019524
23531	1456763	1019462
23532	1456825	1019400
23533	1456891	1019341
23534	1456955	1019280
23535	1457015	1019217
23536	1457078	1019156
23537	1457147	1019099
23538	1457210	1019037
23539	1457272	1018976
23540	1457334	1018914
23541	1457394	1018851
23542	1457456	1018789
23543	1457517	1018727
23544	1457577	1018664
23545	1457639	1018601
23546	1457699	1018538
23547	1457761	1018476
23548	1457821	1018413
23549	1457885	1018352
23550	1457946	1018290
23551	1458012	1018231
23552	1458080	1018173
23553	1458146	1018115
23554	1458214	1018057
23555	1458275	1017994
23556	1458335	1017931
23557	1458396	1017868
23558	1458456	1017805
23559	1458518	1017743
23560	1458579	1017681
23561	1458638	1017617
23562	1458700	1017555
23563	1458764	1017494
23564	1458827	1017434
23565	1458893	1017375
23566	1458960	1017316
23567	1459023	1017255
23568	1459086	1017194
23569	1459146	1017131
23570	1459208	1017068
23571	1459269	1017006
23572	1459328	1016942
23573	1459390	1016880
23574	1459450	1016817
23575	1459510	1016754
23576	1459571	1016691
23577	1459631	1016628
23578	1459694	1016567
23579	1459757	1016506
23580	1459820	1016444
23581	1459881	1016382
23582	1459942	1016319
23583	1460003	1016257
23584	1460063	1016194
23585	1460125	1016132
23586	1460187	1016070
23587	1460247	1016007
23588	1460308	1015944
23589	1460369	1015882
23590	1460434	1015822
23591	1460497	1015761
23592	1460559	1015699
23593	1460624	1015639
23594	1460692	1015582
23595	1460759	1015523
23596	1460827	1015466
23597	1460891	1015405
23598	1460951	1015342
23599	1461012	1015279
23600	1461072	1015216
23601	1461132	1015153
23602	1461190	1015088
23603	1461251	1015025
23604	1461310	1014962
23605	1461369	1014898
23606	1461428	1014834
23607	1461495	1014776
23608	1461559	1014715
23609	1461625	1014656
23610	1461688	1014595
23611	1461750	1014533
23612	1461810	1014470
23613	1461872	1014408
23614	1461933	1014345
23615	1461994	1014283
23616	1462055	1014220
23617	1462116	1014158
23618	1462182	1014099
23619	1462245	1014038
23620	1462307	1013976
23621	1462371	1013915
23622	1462437	1013856
23623	1462500	1013795
23624	1462561	1013733
23625	1462623	1013671
23626	1462683	1013608
23627	1462744	1013545
23628	1462805	1013482
23629	1462866	1013420
23630	1462927	1013357
23631	1462987	1013294
23632	1463050	1013233
23633	1463114	1013172
23634	1463177	1013111
23635	1463239	1013050
23636	1463304	1012990
23637	1463373	1012933
23638	1463438	1012873
23639	1463505	1012815
23640	1463568	1012753
23641	1463629	1012691
23642	1463688	1012627
23643	1463749	1012564
23644	1463810	1012502
23645	1463870	1012439
23646	1463932	1012377
23647	1463991	1012313
23648	1464051	1012250
23649	1464116	1012190
23650	1464182	1012131
23651	1464246	1012071
23652	1464306	1012007
23653	1464366	1011944
23654	1464428	1011882
23655	1464489	1011820
23656	1464549	1011756
23657	1464608	1011692
23658	1464668	1011629
23659	1464730	1011567
23660	1464791	1011505
23661	1464853	1011443
23662	1464914	1011380
23663	1464975	1011318
23664	1465040	1011258
23665	1465105	1011198
23666	1465168	1011137
23667	1465229	1011075
23668	1465290	1011012
23669	1465351	1010950
23670	1465412	1010887
23671	1465472	1010824
23672	1465532	1010761
23673	1465594	1010699
23674	1465654	1010636
23675	1465716	1010574
23676	1465776	1010511
23677	1465837	1010448
23678	1465899	1010386
23679	1465968	1010329
23680	1466039	1010273
23681	1466108	1010217
23682	1466175	1010158
23683	1466235	1010095
23684	1466299	1010034
23685	1466367	1009977
23686	1466431	1009916
23687	1466497	1009857
23688	1466559	1009795
23689	1466620	1009733
23690	1466682	1009671
23691	1466741	1009607
23692	1466805	1009547
23693	1466868	1009486
23694	1466932	1009425
23695	1466992	1009361
23696	1467054	1009300
23697	1467115	1009237
23698	1467175	1009174
23699	1467236	1009112
23700	1467299	1009051
23701	1467360	1008988
23702	1467422	1008926
23703	1467482	1008863
23704	1467542	1008800
23705	1467604	1008738
23706	1467664	1008675
23707	1467731	1008616
23708	1467795	1008555
23709	1467857	1008494
23710	1467920	1008432
23711	1467982	1008371
23712	1468042	1008307
23713	1468102	1008244
23714	1468162	1008181
23715	1468222	1008118
23716	1468282	1008055
23717	1468342	1007992
23718	1468405	1007930
23719	1468466	1007868
23720	1468528	1007806
23721	1468593	1007746
23722	1468661	1007689
23723	1468731	1007632
23724	1468800	1007575
23725	1468865	1007515
23726	1468925	1007452
23727	1468986	1007389
23728	1469047	1007327
23729	1469108	1007264
23730	1469170	1007203
23731	1469232	1007140
23732	1469293	1007078
23733	1469355	1007016
23734	1469418	1006955
23735	1469483	1006895
23736	1469546	1006834
23737	1469605	1006770
23738	1469666	1006708
23739	1469727	1006645
23740	1469789	1006583
23741	1469849	1006520
23742	1469909	1006457
23743	1469970	1006395
23744	1470032	1006333
23745	1470092	1006270
23746	1470156	1006209
23747	1470217	1006147
23748	1470280	1006085
23749	1470340	1006022
23750	1470407	1005963
23751	1470468	1005901
23752	1470529	1005839
23753	1470590	1005776
23754	1470652	1005714
23755	1470715	1005653
23756	1470774	1005589
23757	1470835	1005527
23758	1470896	1005464
23759	1470958	1005402
23760	1471018	1005339
23761	1471079	1005276
23762	1471139	1005213
23763	1471200	1005151
23764	1471266	1005091
23765	1471337	1005036
23766	1471404	1004978
23767	1471471	1004919
23768	1471536	1004859
23769	1471599	1004798
23770	1471662	1004737
23771	1471726	1004676
23772	1471789	1004615
23773	1471851	1004553
23774	1471915	1004493
23775	1471982	1004434
23776	1472043	1004372
23777	1472105	1004310
23778	1472176	1004254
23779	1472242	1004195
23780	1472305	1004134
23781	1472369	1004073
23782	1472429	1004011
23783	1472489	1003947
23784	1472550	1003885
23785	1472611	1003822
23786	1472672	1003760
23787	1472732	1003696
23788	1472797	1003637
23789	1472860	1003576
23790	1472922	1003513
23791	1472984	1003451
23792	1473049	1003392
23793	1473117	1003334
23794	1473180	1003273
23795	1473244	1003213
23796	1473308	1003152
23797	1473375	1003093
23798	1473438	1003032
23799	1473499	1002969
23800	1473561	1002908
23801	1473622	1002845
23802	1473684	1002783
23803	1473745	1002721
23804	1473805	1002658
23805	1473865	1002595
23806	1473930	1002534
23807	1474001	1002479
23808	1474071	1002422
23809	1474138	1002364
23810	1474203	1002304
23811	1474265	1002242
23812	1474326	1002180
23813	1474388	1002118
23814	1474451	1002057
23815	1474513	1001995
23816	1474575	1001933
23817	1474636	1001870
23818	1474696	1001808
23819	1474757	1001745
23820	1474822	1001685
23821	1474887	1001625
23822	1474949	1001564
23823	1475010	1001501
23824	1475074	1001440
23825	1475135	1001378
23826	1475200	1001318
23827	1475260	1001255
23828	1475321	1001192
23829	1475382	1001130
23830	1475448	1001071
23831	1475511	1001009
23832	1475573	1000948
23833	1475634	1000885
23834	1475700	1000826
23835	1475765	1000766
23836	1475831	1000707
23837	1475895	1000647
23838	1475962	1000588
23839	1476024	1000526
23840	1476087	1000465
23841	1476148	1000403
23842	1476208	1000340
23843	1476270	1000277
23844	1476331	1000215
23845	1476390	1000151
23846	1476451	1000088
23847	1476511	1000025
23848	1476577	999966
23849	1476644	999907
23850	1476713	999851
23851	1476779	999792
23852	1476841	999730
23853	1476902	999667
23854	1476962	999604
23855	1477024	999542
23856	1477086	999480
23857	1477146	999417
23858	1477207	999354
23859	1477268	999292
23860	1477330	999230
23861	1477391	999167
23862	1477453	999106
23863	1477521	999048
23864	1477585	998987
23865	1477649	998927
23866	1477710	998864
23867	1477775	998804
23868	1477837	998743
23869	1477900	998681
23870	1477962	998620
23871	1478024	998557
23872	1478085	998495
23873	1478145	998432
23874	1478205	998369
23875	1478265	998305
23876	1478327	998244
23877	1478395	998186
23878	1478460	998126
23879	1478524	998065
23880	1478583	998001
23881	1478644	997939
23882	1478705	997876
23883	1478764	997813
23884	1478827	997751
23885	1478888	997689
23886	1478948	997626
23887	1479009	997563
23888	1479070	997500
23889	1479129	997437
23890	1479190	997374
23891	1479255	997315
23892	1479325	997258
23893	1479393	997200
23894	1479459	997141
23895	1479524	997081
23896	1479585	997019
23897	1479648	996957
23898	1479709	996895
23899	1479771	996833
23900	1479831	996770
23901	1479893	996708
23902	1479953	996645
23903	1480012	996581
23904	1480074	996519
23905	1480145	996463
23906	1480208	996402
23907	1480268	996339
23908	1480328	996276
23909	1480389	996213
23910	1480453	996152
23911	1480513	996089
23912	1480574	996027
23913	1480635	995965
23914	1480697	995903
23915	1480758	995840
23916	1480825	995781
23917	1480889	995721
23918	1480953	995661
23919	1481019	995601
23920	1481084	995541
23921	1481148	995481
23922	1481212	995421
23923	1481272	995357
23924	1481332	995294
23925	1481394	995232
23926	1481457	995171
23927	1481518	995109
23928	1481580	995046
23929	1481640	994983
23930	1481702	994921
23931	1481766	994861
23932	1481831	994801
23933	1481896	994741
23934	1481965	994684
23935	1482030	994624
23936	1482097	994566
23937	1482161	994505
23938	1482221	994442
23939	1482280	994378
23940	1482341	994315
23941	1482401	994253
23942	1482462	994190
23943	1482527	994130
23944	1482587	994067
23945	1482648	994004
23946	1482709	993941
23947	1482775	993883
23948	1482842	993824
23949	1482903	993762
23950	1482963	993699
23951	1483023	993635
23952	1483083	993572
23953	1483144	993510
23954	1483206	993447
23955	1483267	993385
23956	1483330	993324
23957	1483393	993263
23958	1483453	993199
23959	1483514	993137
23960	1483574	993074
23961	1483634	993011
23962	1483700	992951
23963	1483762	992889
23964	1483822	992827
23965	1483884	992765
23966	1483946	992703
23967	1484006	992640
23968	1484075	992582
23969	1484137	992520
23970	1484196	992457
23971	1484260	992396
23972	1484319	992332
23973	1484382	992271
23974	1484444	992209
23975	1484506	992147
23976	1484570	992087
23977	1484643	992032
23978	1484712	991975
23979	1484776	991915
23980	1484840	991854
23981	1484901	991792
23982	1484962	991729
23983	1485024	991667
23984	1485085	991605
23985	1485147	991542
23986	1485207	991480
23987	1485272	991420
23988	1485333	991357
23989	1485393	991294
23990	1485457	991233
23991	1485520	991172
23992	1485581	991109
23993	1485642	991047
23994	1485703	990985
23995	1485765	990922
23996	1485825	990859
23997	1485886	990797
23998	1485947	990734
23999	1486008	990672
24000	1486068	990609
24001	1486130	990547
24002	1486190	990484
24003	1486251	990421
24004	1486314	990360
24005	1486379	990300
24006	1486440	990237
24007	1486501	990175
24008	1486561	990112
24009	1486622	990049
24010	1486682	989986
24011	1486742	989923
24012	1486803	989861
24013	1486864	989798
24014	1486929	989738
24015	1486989	989675
24016	1487051	989613
24017	1487111	989550
24018	1487172	989487
24019	1487239	989429
24020	1487311	989373
24021	1487379	989315
24022	1487445	989256
24023	1487511	989197
24024	1487574	989136
24025	1487636	989074
24026	1487697	989012
24027	1487758	988949
24028	1487821	988888
24029	1487881	988824
24030	1487942	988762
24031	1488003	988700
24032	1488064	988637
24033	1488132	988579
24034	1488196	988519
24035	1488258	988456
24036	1488317	988393
24037	1488377	988330
24038	1488437	988266
24039	1488500	988205
24040	1488561	988143
24041	1488624	988082
24042	1488684	988018
24043	1488746	987957
24044	1488807	987894
24045	1488869	987832
24046	1488929	987769
24047	1488994	987709
24048	1489059	987649
24049	1489123	987588
24050	1489186	987527
24051	1489248	987466
24052	1489309	987403
24053	1489369	987340
24054	1489430	987278
24055	1489499	987220
24056	1489560	987158
24057	1489621	987095
24058	1489683	987033
24059	1489741	986969
24060	1489805	986908
24061	1489867	986846
24062	1489934	986788
24063	1490004	986731
24064	1490070	986672
24065	1490137	986614
24066	1490199	986551
24067	1490260	986489
24068	1490321	986426
24069	1490380	986363
24070	1490443	986301
24071	1490505	986239
24072	1490565	986176
24073	1490627	986115
24074	1490688	986052
24075	1490751	985991
24076	1490814	985930
24077	1490878	985869
24078	1490939	985807
24079	1491001	985744
24080	1491062	985682
24081	1491123	985620
24082	1491185	985557
24083	1491245	985494
24084	1491307	985432
24085	1491368	985370
24086	1491427	985307
24087	1491489	985244
24088	1491549	985181
24089	1491610	985119
24090	1491673	985058
24091	1491737	984997
24092	1491797	984934
24093	1491858	984871
24094	1491919	984809
24095	1491978	984745
24096	1492039	984682
24097	1492098	984619
24098	1492159	984556
24099	1492218	984492
24100	1492278	984429
24101	1492338	984366
24102	1492399	984303
24103	1492459	984240
24104	1492518	984176
24105	1492587	984119
24106	1492655	984061
24107	1492722	984003
24108	1492788	983944
24109	1492852	983883
24110	1492919	983824
24111	1492986	983766
24112	1493050	983705
24113	1493111	983643
24114	1493172	983580
24115	1493233	983517
24116	1493296	983456
24117	1493358	983395
24118	1493423	983334
24119	1493487	983274
24120	1493550	983213
24121	1493612	983151
24122	1493672	983088
24123	1493734	983026
24124	1493797	982965
24125	1493858	982902
24126	1493918	982839
24127	1493978	982776
24128	1494039	982713
24129	1494098	982649
24130	1494157	982585
24131	1494218	982523
24132	1494277	982459
24133	1494344	982401
24134	1494412	982343
24135	1494476	982282
24136	1494543	982224
24137	1494605	982162
24138	1494667	982100
24139	1494727	982037
24140	1494788	981974
24141	1494850	981913
24142	1494910	981849
24143	1494972	981787
24144	1495031	981724
24145	1495092	981661
24146	1495154	981599
24147	1495226	981544
24148	1495301	981491
24149	1495374	981436
24150	1495446	981381
24151	1495513	981322
24152	1495580	981263
24153	1495647	981205
24154	1495712	981145
24155	1495775	981084
24156	1495841	981024
24157	1495904	980963
24158	1495970	980904
24159	1496036	980845
24160	1496104	980786
24161	1496170	980727
24162	1496234	980667
24163	1496301	980608
24164	1496364	980547
24165	1496428	980486
24166	1496493	980426
24167	1496558	980367
24168	1496624	980307
24169	1496695	980251
24170	1496760	980192
24171	1496824	980131
24172	1496894	980074
24173	1496962	980017
24174	1497031	979959
24175	1497096	979899
24176	1497161	979839
24177	1497230	979782
24178	1497296	979723
24179	1497364	979665
24180	1497432	979607
24181	1497496	979546
24182	1497559	979485
24183	1497622	979424
24184	1497687	979364
24185	1497751	979303
24186	1497815	979243
24187	1497894	979192
24188	1497969	979138
24189	1498041	979083
24190	1498111	979027
24191	1498180	978970
24192	1498251	978913
24193	1498321	978857
24194	1498390	978799
24195	1498461	978743
24196	1498529	978686
24197	1498599	978629
24198	1498667	978571
24199	1498736	978514
24200	1498807	978457
24201	1498875	978400
24202	1498944	978342
24203	1499014	978285
24204	1499085	978229
24205	1499157	978174
24206	1499224	978115
24207	1499287	978054
24208	1499353	977995
24209	1499422	977938
24210	1499489	977879
24211	1499551	977817
24212	1499617	977758
24213	1499681	977698
24214	1499743	977635
24215	1499802	977572
24216	1499861	977508
24217	1499923	977446
24218	1499984	977383
24219	1500044	977320
24220	1500106	977258
24221	1500167	977196
24222	1500233	977136
24223	1500298	977076
24224	1500361	977015
24225	1500425	976954
24226	1500488	976893
24227	1500559	976837
24228	1500627	976779
24229	1500693	976720
24230	1500758	976660
24231	1500823	976600
24232	1500887	976539
24233	1500951	976479
24234	1501016	976419
24235	1501076	976356
24236	1501137	976293
24237	1501197	976230
24238	1501258	976168
24239	1501320	976106
24240	1501384	976045
24241	1501449	975985
24242	1501509	975922
24243	1501570	975859
24244	1501632	975797
24245	1501694	975735
24246	1501756	975674
24247	1501818	975612
24248	1501880	975550
24249	1501940	975487
24250	1502001	975424
24251	1502062	975362
24252	1502124	975299
24253	1502184	975236
24254	1502244	975173
24255	1502311	975115
24256	1502372	975052
24257	1502432	974989
24258	1502492	974926
24259	1502553	974863
24260	1502616	974802
24261	1502682	974743
24262	1502744	974681
24263	1502804	974618
24264	1502869	974558
24265	1502932	974496
24266	1502997	974436
24267	1503060	974375
24268	1503125	974315
24269	1503195	974259
24270	1503263	974201
24271	1503329	974141
24272	1503399	974085
24273	1503461	974023
24274	1503522	973960
24275	1503584	973898
24276	1503645	973835
24277	1503706	973773
24278	1503768	973711
24279	1503828	973648
24280	1503889	973586
24281	1503952	973524
24282	1504015	973463
24283	1504085	973406
24284	1504146	973344
24285	1504207	973281
24286	1504267	973218
24287	1504327	973155
24288	1504388	973092
24289	1504450	973030
24290	1504511	972968
24291	1504573	972906
24292	1504635	972844
24293	1504695	972781
24294	1504756	972718
24295	1504817	972656
24296	1504878	972593
24297	1504942	972533
24298	1505009	972474
24299	1505072	972413
24300	1505134	972350
24301	1505193	972287
24302	1505254	972224
24303	1505319	972164
24304	1505382	972103
24305	1505442	972040
24306	1505502	971976
24307	1505562	971914
24308	1505624	971851
24309	1505687	971790
24310	1505753	971731
24311	1505818	971671
24312	1505886	971613
24313	1505950	971553
24314	1506018	971494
24315	1506084	971435
24316	1506145	971373
24317	1506205	971310
24318	1506268	971248
24319	1506328	971185
24320	1506389	971122
24321	1506448	971059
24322	1506510	970997
24323	1506571	970934
24324	1506633	970872
24325	1506697	970812
24326	1506763	970752
24327	1506824	970690
24328	1506886	970628
24329	1506948	970566
24330	1507008	970503
24331	1507069	970440
24332	1507130	970378
24333	1507194	970317
24334	1507259	970257
24335	1507321	970195
24336	1507382	970133
24337	1507443	970070
24338	1507505	970008
24339	1507568	969947
24340	1507634	969887
24341	1507697	969827
24342	1507759	969764
24343	1507819	969701
24344	1507880	969639
24345	1507939	969575
24346	1508000	969513
24347	1508060	969450
24348	1508120	969386
24349	1508181	969323
24350	1508242	969261
24351	1508302	969198
24352	1508364	969136
24353	1508425	969073
24354	1508490	969013
24355	1508560	968956
24356	1508629	968900
24357	1508697	968841
24358	1508758	968779
24359	1508820	968717
24360	1508881	968654
24361	1508941	968591
24362	1509002	968529
24363	1509065	968468
24364	1509126	968405
24365	1509187	968342
24366	1509248	968280
24367	1509308	968217
24368	1509379	968160
24369	1509443	968100
24370	1509505	968038
24371	1509566	967975
24372	1509627	967913
24373	1509687	967849
24374	1509746	967786
24375	1509807	967723
24376	1509868	967660
24377	1509927	967597
24378	1509989	967535
24379	1510049	967472
24380	1510112	967410
24381	1510173	967348
24382	1510236	967286
24383	1510298	967225
24384	1510359	967162
24385	1510421	967100
24386	1510481	967037
24387	1510544	966976
24388	1510604	966913
24389	1510666	966851
24390	1510726	966788
24391	1510787	966725
24392	1510849	966663
24393	1510913	966603
24394	1510978	966542
24395	1511040	966481
24396	1511104	966420
24397	1511175	966364
24398	1511242	966306
24399	1511310	966248
24400	1511376	966188
24401	1511440	966127
24402	1511500	966064
24403	1511560	966001
24404	1511623	965939
24405	1511687	965879
24406	1511750	965818
24407	1511810	965755
24408	1511869	965691
24409	1511929	965627
24410	1511994	965568
24411	1512060	965508
24412	1512122	965446
24413	1512183	965384
24414	1512244	965321
24415	1512305	965259
24416	1512366	965196
24417	1512427	965134
24418	1512489	965071
24419	1512550	965009
24420	1512611	964947
24421	1512672	964884
24422	1512732	964821
24423	1512797	964761
24424	1512860	964700
24425	1512922	964638
24426	1512984	964576
24427	1513045	964514
24428	1513106	964451
24429	1513168	964389
24430	1513228	964326
24431	1513289	964263
24432	1513350	964200
24433	1513410	964138
24434	1513472	964075
24435	1513534	964013
24436	1513594	963951
24437	1513656	963889
24438	1513717	963826
24439	1513780	963765
24440	1513853	963710
24441	1513925	963654
24442	1513994	963597
24443	1514057	963536
24444	1514118	963473
24445	1514177	963409
24446	1514237	963346
24447	1514299	963284
24448	1514359	963221
24449	1514420	963158
24450	1514480	963095
24451	1514540	963032
24452	1514600	962969
24453	1514667	962910
24454	1514731	962850
24455	1514796	962790
24456	1514856	962727
24457	1514917	962664
24458	1514978	962601
24459	1515039	962539
24460	1515101	962477
24461	1515163	962415
24462	1515222	962352
24463	1515283	962289
24464	1515344	962226
24465	1515406	962164
24466	1515468	962102
24467	1515530	962041
24468	1515595	961981
24469	1515656	961918
24470	1515717	961855
24471	1515777	961792
24472	1515837	961729
24473	1515898	961667
24474	1515958	961604
24475	1516018	961540
24476	1516078	961477
24477	1516140	961415
24478	1516200	961352
24479	1516261	961290
24480	1516321	961226
24481	1516381	961163
24482	1516451	961107
24483	1516521	961049
24484	1516586	960990
24485	1516652	960930
24486	1516716	960869
24487	1516775	960806
24488	1516840	960746
24489	1516900	960683
24490	1516961	960620
24491	1517021	960557
24492	1517084	960495
24493	1517144	960432
24494	1517203	960369
24495	1517265	960306
24496	1517329	960246
24497	1517393	960185
24498	1517455	960123
24499	1517516	960061
24500	1517577	959998
24501	1517639	959936
24502	1517698	959873
24503	1517759	959810
24504	1517820	959748
24505	1517882	959686
24506	1517944	959624
24507	1518004	959561
24508	1518065	959498
24509	1518127	959437
24510	1518190	959375
24511	1518256	959316
24512	1518317	959253
24513	1518380	959192
24514	1518440	959129
24515	1518502	959067
24516	1518564	959005
24517	1518625	958942
24518	1518686	958880
24519	1518746	958817
24520	1518809	958755
24521	1518871	958693
24522	1518932	958631
24523	1518993	958568
24524	1519058	958508
24525	1519125	958450
24526	1519195	958393
24527	1519264	958335
24528	1519328	958275
24529	1519392	958214
24530	1519458	958154
24531	1519523	958095
24532	1519584	958032
24533	1519646	957970
24534	1519708	957908
24535	1519768	957845
24536	1519827	957782
24537	1519891	957721
24538	1519957	957661
24539	1520019	957600
24540	1520082	957538
24541	1520143	957476
24542	1520203	957413
24543	1520263	957349
24544	1520324	957287
24545	1520384	957224
24546	1520445	957161
24547	1520505	957098
24548	1520566	957035
24549	1520628	956973
24550	1520692	956913
24551	1520754	956851
24552	1520818	956790
24553	1520886	956732
24554	1520953	956673
24555	1521015	956612
24556	1521079	956551
24557	1521142	956490
24558	1521205	956428
24559	1521266	956366
24560	1521327	956303
24561	1521388	956241
24562	1521449	956178
24563	1521509	956115
24564	1521570	956052
24565	1521630	955989
24566	1521692	955928
24567	1521761	955870
24568	1521826	955810
24569	1521895	955752
24570	1521963	955694
24571	1522024	955632
24572	1522085	955569
24573	1522146	955507
24574	1522207	955444
24575	1522268	955381
24576	1522328	955318
24577	1522388	955255
24578	1522448	955192
24579	1522509	955130
24580	1522570	955067
24581	1522635	955007
24582	1522702	954949
24583	1522763	954886
24584	1522825	954824
24585	1522885	954760
24586	1522945	954697
24587	1523007	954636
24588	1523069	954573
24589	1523132	954512
24590	1523192	954449
24591	1523252	954386
24592	1523313	954323
24593	1523374	954261
24594	1523437	954199
24595	1523501	954139
24596	1523566	954079
24597	1523630	954019
24598	1523692	953957
24599	1523753	953894
24600	1523815	953832
24601	1523877	953770
24602	1523938	953707
24603	1523999	953645
24604	1524061	953583
24605	1524121	953520
24606	1524182	953458
24607	1524244	953395
24608	1524303	953332
24609	1524368	953272
24610	1524436	953214
24611	1524507	953157
24612	1524575	953099
24613	1524641	953040
24614	1524702	952977
24615	1524762	952914
24616	1524826	952854
24617	1524891	952793
24618	1524953	952732
24619	1525014	952669
24620	1525076	952607
24621	1525136	952544
24622	1525197	952481
24623	1525263	952422
24624	1525328	952362
24625	1525390	952300
24626	1525450	952237
24627	1525512	952175
24628	1525575	952113
24629	1525636	952051
24630	1525698	951989
24631	1525758	951926
24632	1525818	951863
24633	1525880	951801
24634	1525942	951739
24635	1526005	951678
24636	1526067	951616
24637	1526132	951556
24638	1526194	951494
24639	1526255	951431
24640	1526316	951369
24641	1526376	951306
24642	1526438	951244
24643	1526499	951182
24644	1526561	951119
24645	1526621	951056
24646	1526685	950996
24647	1526746	950933
24648	1526807	950870
24649	1526867	950807
24650	1526927	950744
24651	1526990	950683
24652	1527055	950623
24653	1527126	950567
24654	1527195	950509
24655	1527263	950451
24656	1527328	950391
24657	1527390	950329
24658	1527453	950268
24659	1527515	950206
24660	1527576	950143
24661	1527637	950081
24662	1527698	950018
24663	1527759	949956
24664	1527819	949893
24665	1527884	949832
24666	1527949	949772
24667	1528011	949711
24668	1528072	949648
24669	1528134	949586
24670	1528193	949522
24671	1528257	949461
24672	1528319	949400
24673	1528379	949337
24674	1528440	949274
24675	1528503	949213
24676	1528563	949150
24677	1528623	949086
24678	1528682	949023
24679	1528748	948963
24680	1528815	948905
24681	1528880	948844
24682	1528941	948782
24683	1529001	948718
24684	1529062	948656
24685	1529128	948597
24686	1529193	948537
24687	1529257	948476
24688	1529318	948413
24689	1529377	948350
24690	1529437	948287
24691	1529499	948225
24692	1529561	948163
24693	1529623	948101
24694	1529688	948041
24695	1529757	947984
24696	1529827	947926
24697	1529896	947869
24698	1529957	947806
24699	1530021	947745
24700	1530081	947682
24701	1530140	947619
24702	1530203	947557
24703	1530268	947497
24704	1530329	947435
24705	1530389	947372
24706	1530450	947309
24707	1530509	947245
24708	1530574	947185
24709	1530639	947125
24710	1530703	947064
24711	1530764	947002
24712	1530825	946939
24713	1530886	946877
24714	1530947	946815
24715	1531007	946751
24716	1531069	946689
24717	1531129	946627
24718	1531189	946563
24719	1531251	946501
24720	1531313	946439
24721	1531373	946376
24722	1531440	946317
24723	1531504	946257
24724	1531567	946195
24725	1531626	946132
24726	1531688	946070
24727	1531749	946007
24728	1531812	945946
24729	1531878	945886
24730	1531942	945826
24731	1532006	945765
24732	1532068	945703
24733	1532129	945641
24734	1532190	945578
24735	1532250	945515
24736	1532315	945455
24737	1532381	945396
24738	1532453	945340
24739	1532521	945281
